number,opened_at,resolved_at,closed_at,short_description,description,category,subcategory,priority,urgency,impact,assignment_group,assigned_to,state,reassignment_count,reopen_count,contact_type,cmdb_ci,requesting_department,sla_due,made_sla
INC132109,2026-04-27 09:07:50,2026-05-03 11:41:06,2026-05-04 07:41:06,DNS lookup failures reported,Incident 132109: user reports azure issue. Observed error DNS-003. Impact appears limited to the requesting department. Ticket originated via self-service and was routed to Network Operations.,Network,Wi-Fi,Sev4,3,3,Network Operations,Rahul Shah,Closed,0,1,Self-service,WiFi-Controller,Procurement,2026-05-01 09:07:50,True
INC132110,2026-04-27 09:45:24,2026-04-30 16:51:16,2026-04-30 23:51:16,Application access missing,Incident 132110: user reports service portal issue. Observed error HTTP-503. Impact appears limited to the requesting department. Ticket originated via phone and was routed to Identity & Access.,Access,Application Access,P3,2,2,Identity & Access,Owen Brooks,Closed,0,0,Phone,Active-Directory,Customer Support,2026-04-29 09:45:24,True
INC132111,2026-04-28 02:52:32,2026-05-01 14:04:48,2026-05-04 11:04:48,Security policy blocks action,Incident 132111: user reports vpn issue. Observed error ERR-1042. Impact appears limited to the requesting department. Ticket originated via self-service and was routed to Security Operations.,Security,Endpoint Alert,P4,3,3,Security Operations,Kiran Joshi,Closed,0,0,Self-service,Shared-Service,Engineering,2026-05-02 02:52:32,True
INC132112,2026-04-29 08:34:02,,2026-05-04 00:52:12,Monitor flickers after docking,Incident 132112: user reports erp issue. Observed error AUTH-401. Impact appears limited to the requesting department. Ticket originated via phone and was routed to End User Computing.,Hardware,Desktop,P4,3,3,End User Computing,Asha Rao,Open,0,0,Phone,Monitor,Operations,2026-05-03 08:34:02,True
INC132113,2026-04-28 10:33:02,2026-05-02 00:31:16,2026-05-03 00:31:16,Unexpected error in business application,Incident 132113: user reports aws issue. Observed error TIMEOUT-408. Impact appears limited to the requesting department. Ticket originated via phone and was routed to Mainframe Operations.,Mainframe,JCL,P4,3,3,Mainframe Operations,Priya Nair,Closed,1,0,Phone,Generic-App,Engineering,2026-05-02 10:33:02,True
INC132114,2026-04-30 08:28:47,2026-05-03 01:02:50,2026-05-05 18:02:50,Shared service unavailable,Incident 132114: user reports aws issue. Observed error HTTP-503. Impact appears limited to the requesting department. Ticket originated via phone and was routed to Cloud Operations.,Cloud,SaaS,P3,2,2,Cloud Operations,Nina Patel,Closed,2,0,Phone,Business-Service,Sales,2026-05-02 08:28:47,True
INC132115,2026-04-16 07:06:25,2026-04-17 17:24:11,2026-04-19 11:24:11,Password reset requested,Incident 132115: user reports aws issue. Observed error ERR-1042. Impact appears limited to the requesting department. Ticket originated via chat and was routed to Identity & Access.,Access,Password,P3,2,2,Identity & Access,Maya Chen,Closed,0,0,Chat,Identity-Platform,Operations,2026-04-18 07:06:25,True
INC132116,2026-04-26 16:14:10,2026-05-02 20:33:41,2026-05-04 05:33:41,Batch job failed,Incident 132116: user reports azure issue. Observed error TIMEOUT-408. Impact appears limited to the requesting department. Ticket originated via phone and was routed to Application Support.,Storage,File Share,Sev4,3,3,Application Support,Sara Thomas,Closed,3,0,Phone,Generic-App,Operations,2026-04-30 16:14:10,False
INC132117,2026-04-02 12:45:18,2026-04-05 01:51:39,2026-04-06 00:51:39,Outlook unavailable,Incident 132117: user reports hr portal issue. Observed error HTTP-503. Impact appears limited to the requesting department. Ticket originated via phone and was routed to Identity & Access.,Email,Mailbox,Sev4,3,3,Identity & Access,Vikram Singh,Closed,2,0,Phone,Outlook-Service,Operations,2026-04-06 12:45:18,True
INC132118,2026-04-06 10:43:31,2026-04-16 20:01:25,2026-04-18 04:01:25,Unexpected error in business application,Incident 132118: user reports erp issue. Observed error DB-1205. Impact appears limited to the requesting department. Ticket originated via email and was routed to Mainframe Operations.,Integration,API,P4,3,3,Mainframe Operations,Nina Patel,Closed,4,0,Email,Shared-Service,Operations,2026-04-10 10:43:31,False
INC132119,2026-04-27 10:10:52,,2026-05-04 06:09:18,Desktop freezes during startup,Incident 132119: user reports finance app issue. Observed error DB-1205. Impact appears limited to the requesting department. Ticket originated via email and was routed to Monitoring.,Hardware,Desktop,Sev4,3,3,Monitoring,Arjun Mehta,Open,2,0,Email,Mobile Device,HR,2026-05-01 10:10:52,True
INC132120,2026-04-02 10:25:31,2026-04-03 17:34:08,2026-04-04 13:34:08,ERP transaction fails,Incident 132120: user reports erp issue. Observed error DB-1205. Impact appears limited to the requesting department. Ticket originated via self-service and was routed to Application Support.,Application,Finance App,P4,3,3,Application Support,Sara Thomas,Closed,0,0,Self-service,ERP-Prod,Customer Support,2026-04-06 10:25:31,True
INC132121,2026-04-21 08:00:26,2026-04-23 04:29:09,2026-04-24 14:29:09,Outlook unavailable,Incident 132121: user reports vpn issue. Observed error AUTH-401. Impact appears limited to the requesting department. Ticket originated via chat and was routed to Database Operations.,Email,Outlook,Sev3,2,2,Database Operations,Arjun Mehta,Closed,1,1,Chat,Spam-Filter,Engineering,2026-04-23 08:00:26,True
INC132122,2026-04-19 15:15:51,2026-04-22 10:53:37,2026-04-24 15:53:37,Shared service unavailable,Incident 132122: user reports exchange issue. Observed error HTTP-503. Impact appears limited to the requesting department. Ticket originated via self-service and was routed to Integration Support.,Integration,SFTP,P4,3,3,Integration Support,Maya Chen,Closed,0,0,Self-service,Shared-Service,IT,2026-04-23 15:15:51,True
INC132123,2026-04-08 10:21:21,2026-04-12 20:39:18,2026-04-13 16:39:18,Desktop freezes during startup,Incident 132123: user reports azure issue. Observed error ERR-1042. Impact appears limited to the requesting department. Ticket originated via email and was routed to End User Computing.,Hardware,Printer,P4,3,3,End User Computing,Asha Rao,Closed,0,0,Email,Mobile Device,Engineering,2026-04-12 10:21:21,True
INC132124,2026-04-28 11:15:18,2026-04-30 22:29:51,2026-04-30 23:29:51,Office application crashes,Incident 132124: user reports azure issue. Observed error ERR-1042. Impact appears limited to the requesting department. Ticket originated via self-service and was routed to EU Software.,Software,OS,Sev4,3,3,EU Software,Maya Chen,Closed,0,0,Self-service,Endpoint-Agent,IT,2026-05-02 11:15:18,True
INC132125,2026-04-02 09:53:33,2026-04-04 12:49:34,2026-04-06 17:49:34,Application access missing,Incident 132125: user reports service portal issue. Observed error APP-771. Impact appears limited to the requesting department. Ticket originated via chat and was routed to Cloud Operations.,Access,Account Lockout,Sev4,3,3,Cloud Operations,Rahul Shah,Closed,1,0,Chat,Active-Directory,Sales,2026-04-06 09:53:33,True
INC132126,2026-04-07 18:40:46,2026-04-15 13:59:41,2026-04-16 16:59:41,Monitor flickers after docking,Incident 132126: user reports crm issue. Observed error AUTH-401. Impact appears limited to the requesting department. Ticket originated via monitoring and was routed to Identity & Access.,Hardware,Desktop,Sev4,3,3,Identity & Access,Daniel Kim,Closed,4,0,Monitoring,Monitor,Engineering,2026-04-11 18:40:46,False
INC132127,2026-04-05 14:06:38,2026-04-08 20:51:38,2026-04-09 00:51:38,Wi-Fi drops intermittently,Incident 132127: user reports exchange issue. Observed error HTTP-503. Impact appears limited to the requesting department. Ticket originated via self-service and was routed to Network Operations.,Network,Wi-Fi,Sev3,2,2,Network Operations,Priya Nair,Closed,0,0,Self-service,Firewall-01,Sales,2026-04-07 14:06:38,True
INC132128,2026-04-27 09:03:39,2026-04-29 23:21:01,2026-05-01 21:21:01,Service interruption reported,Incident 132128: user reports hr portal issue. Observed error TIMEOUT-408. Impact appears limited to the requesting department. Ticket originated via phone and was routed to Infrastructure.,Storage,Backup,Sev4,3,3,Infrastructure,Rahul Shah,Closed,0,0,Phone,Shared-Service,Engineering,2026-05-01 09:03:39,True
INC132129,2026-04-11 17:26:12,2026-04-13 17:50:30,2026-04-16 01:50:30,urgent pls,Incident 132129: user reports crm issue. Observed error DB-1205. Impact appears limited to the requesting department. Ticket originated via phone and was routed to Identity & Access.,Access,Group Access,Sev4,3,3,Identity & Access,Rahul Shah,Closed,0,0,Phone,MFA-Service,Sales,2026-04-15 17:26:12,True
INC132130,2026-04-16 10:38:10,2026-04-27 00:57:48,2026-04-28 20:57:48,Shared service unavailable,Incident 132130: user reports hr portal issue. Observed error ERR-1042. Impact appears limited to the requesting department. Ticket originated via email and was routed to Mainframe Operations.,Data Warehouse,Load,Sev4,3,3,Mainframe Operations,Rahul Shah,Closed,2,0,Email,Generic-App,Sales,2026-04-20 10:38:10,True
INC132131,2026-04-26 22:43:43,2026-04-30 17:33:06,2026-05-02 04:33:06,Wi-Fi drops intermittently,Incident 132131: user reports azure issue. Observed error AUTH-401. Impact appears limited to the requesting department. Ticket originated via email and was routed to Network Operations.,Network,LAN,P4,3,3,Network Operations,Arjun Mehta,Closed,0,0,Email,VPN-Gateway,Customer Support,2026-04-30 22:43:43,True
INC132132,2026-04-28 10:15:07,2026-05-02 03:54:14,2026-05-04 17:54:14,OS update failed,Incident 132132: user reports service portal issue. Observed error DNS-003. Impact appears limited to the requesting department. Ticket originated via self-service and was routed to EU Software.,Software,OS,Sev3,2,2,EU Software,Emily Stone,Closed,0,0,Self-service,Endpoint-Agent,IT,2026-04-30 10:15:07,True
INC132133,2026-04-20 09:55:31,2026-04-23 05:52:39,2026-04-25 20:52:39,Unexpected error in business application,Incident 132133: user reports aws issue. Observed error TIMEOUT-408. Impact appears limited to the requesting department. Ticket originated via phone and was routed to Mainframe Operations.,Telephony,Call Quality,P3,2,2,Mainframe Operations,Daniel Kim,Closed,1,0,Phone,Shared-Service,Finance,2026-04-22 09:55:31,True
INC132134,2026-04-20 10:51:41,2026-04-25 09:02:00,2026-04-26 10:02:00,VPN disconnects during login,Incident 145726: user reports hr portal issue. Observed error AUTH-401. Impact appears limited to the requesting department. Ticket originated via email and was routed to Network Operations.,Network,VPN,Sev4,3,3,Messaging,Rahul Shah,Closed,0,0,Phone,DNS-Cluster,Legal,2026-04-24 10:51:41,True
INC132135,2026-04-25 20:47:07,2026-04-29 05:00:30,2026-04-30 22:00:30,Application access missing,Incident 132135: user reports hr portal issue. Observed error DNS-003. Impact appears limited to the requesting department. Ticket originated via phone and was routed to Identity & Access.,Access,MFA,Sev3,2,2,Identity & Access,Arjun Mehta,Closed,1,0,Phone,Active-Directory,Marketing,2026-04-27 20:47:07,True
INC132136,2026-04-05 10:07:03,2026-04-05 20:48:27,2026-04-07 12:48:27,HR portal unavailable,Incident 114747: user reports aws issue. Observed error AUTH-401. Impact appears limited to the requesting department. Ticket originated via self-service and was routed to Application Support.,Application,CRM,Sev2,1,2,Network Operations,Rahul Shah,Closed,0,0,Self-service,CRM-Prod,Operations,2026-04-05 22:07:03,True
INC132137,2026-04-28 11:13:46,2026-04-29 09:03:49,2026-05-01 18:03:49,Office application crashes,Incident 132137: user reports crm issue. Observed error DNS-003. Impact appears limited to the requesting department. Ticket originated via self-service and was routed to Service Desk.,Software,Endpoint Client,P2,1,2,Service Desk,Rahul Shah,Closed,1,2,Self-service,Windows,Operations,2026-04-28 23:13:46,True
INC132138,2026-04-14 14:43:56,,2026-04-22 15:08:27,Database access denied,Incident 132138: user reports erp issue. Observed error HTTP-503. Impact appears limited to the requesting department. Ticket originated via chat and was routed to Database Operations.,Database,Performance,P4,3,3,Database Operations,Arjun Mehta,In Progress,0,0,Chat,Business-Service,Engineering,2026-04-18 14:43:56,True
INC132139,2026-04-06 09:52:28,2026-04-08 01:26:28,2026-04-10 10:26:28,Service interruption reported,Incident 132139: user reports hr portal issue. Observed error ERR-1042. Impact appears limited to the requesting department. Ticket originated via email and was routed to Monitoring.,Monitoring,Synthetic Check,P4,3,3,Monitoring,Arjun Mehta,Closed,0,0,Email,Business-Service,HR,2026-04-10 09:52:28,True
INC132140,2026-04-16 09:31:53,2026-04-21 18:36:40,2026-04-21 22:36:40,Monitor flickers after docking,Incident 132140: user reports azure issue. Observed error DB-1205. Impact appears limited to the requesting department. Ticket originated via walk-up and was routed to End User Computing.,Hardware,Mobile Device,Sev4,3,3,End User Computing,Rahul Shah,Closed,1,1,Walk-up,Desktop,Engineering,2026-04-20 09:31:53,True
INC132141,2026-04-27 11:51:23,2026-04-28 12:49:36,2026-04-30 19:49:36,Spam filtering issue,Incident 132141: user reports azure issue. Observed error DB-1205. Impact appears limited to the requesting department. Ticket originated via self-service and was routed to Messaging.,Email,Calendar,P3,2,2,Messaging,Sara Thomas,Closed,0,0,Self-service,Outlook-Service,HR,2026-04-29 11:51:23,True
INC132142,2026-04-13 09:44:29,,2026-04-17 13:09:21,Unexpected error in business application,Incident 132142: user reports finance app issue. Observed error HTTP-503. Impact appears limited to the requesting department. Ticket originated via email and was routed to Messaging.,Cloud,Storage,P3,2,2,Messaging,Nina Patel,Closed,2,0,Email,Shared-Service,Engineering,2026-04-15 09:44:29,True
INC132143,2026-04-07 08:00:36,,2026-04-08 07:25:58,Office application crashes,Incident 132143: user reports service portal issue. Observed error ERR-1042. Impact appears limited to the requesting department. Ticket originated via chat and was routed to EU Software.,Software,Office Suite,Sev2,1,2,EU Software,Sara Thomas,In Progress,0,0,Chat,Chrome,Procurement,2026-04-07 20:00:36,True
INC132144,2026-04-08 10:43:42,2026-04-08 17:26:45,2026-04-08 22:26:45,Calendar invitations missing,Incident 132144: user reports crm issue. Observed error DB-1205. Impact appears limited to the requesting department. Ticket originated via email and was routed to Messaging.,Email,Outlook,P1,1,1,Messaging,Nina Patel,Closed,0,0,Email,Outlook-Service,Customer Support,2026-04-08 14:43:42,True
INC132145,2026-04-23 13:55:40,2026-04-24 04:46:27,2026-04-25 07:46:27,OS update failed,Incident 132145: user reports erp issue. Observed error ERR-1042. Impact appears limited to the requesting department. Ticket originated via phone and was routed to EU Software.,Software,OS,Sev2,1,2,EU Software,Owen Brooks,Closed,1,0,Phone,Endpoint-Agent,IT,2026-04-24 01:55:40,True
INC132146,2026-04-27 08:30:33,2026-05-02 17:47:20,2026-05-03 22:47:20,Firewall blocks application traffic,Incident 132146: user reports crm issue. Observed error AUTH-401. Impact appears limited to the requesting department. Ticket originated via email and was routed to Collaboration Support.,Network,Firewall,P4,3,3,Collaboration Support,Arjun Mehta,Closed,3,0,Email,DNS-Cluster,Customer Support,2026-05-01 08:30:33,False
INC132147,2026-04-16 08:48:16,2026-04-21 21:36:33,2026-04-22 01:36:33,Calendar invitations missing,Incident 132147: user reports azure issue. Observed error TIMEOUT-408. Impact appears limited to the requesting department. Ticket originated via monitoring and was routed to Messaging.,Email,Calendar,P4,3,3,Messaging,Rahul Shah,Closed,0,0,Monitoring,Mail-Gateway,Finance,2026-04-20 08:48:16,True
INC132148,2026-04-29 14:30:50,2026-05-02 13:34:39,2026-05-05 11:34:39,Unexpected error in business application,Incident 132148: user reports vpn issue. Observed error DB-1205. Impact appears limited to the requesting department. Ticket originated via email and was routed to Identity & Access.,Identity,Federation,P4,3,3,Identity & Access,Arjun Mehta,Closed,1,0,Email,Business-Service,Finance,2026-05-03 14:30:50,True
INC132149,2026-04-23 12:09:11,2026-04-25 06:10:02,2026-04-28 04:10:02,pls fix,Incident 132149: user reports service portal issue. Observed error TIMEOUT-408. Impact appears limited to the requesting department. Ticket originated via email and was routed to Network Operations.,Network,DNS,P4,3,3,Network Operations,Arjun Mehta,Closed,0,0,Email,DNS-Cluster,Legal,2026-04-27 12:09:11,True
INC132150,2026-04-30 07:04:52,2026-05-05 03:39:26,2026-05-06 16:39:26,Application access missing,Incident 132150: user reports hr portal issue. Observed error DNS-003. Impact appears limited to the requesting department. Ticket originated via phone and was routed to End User Computing.,Access,Application Access,Sev4,3,3,End User Computing,Vikram Singh,Closed,1,0,Phone,MFA-Service,Finance,2026-05-04 07:04:52,True
INC132151,2026-04-30 10:10:20,2026-05-02 01:49:51,2026-05-03 15:49:51,DNS lookup failures reported,Incident 132151: user reports vpn issue. Observed error APP-771. Impact appears limited to the requesting department. Ticket originated via phone and was routed to Network Operations.,Network,DNS,P4,3,3,Network Operations,Rahul Shah,Closed,0,0,Phone,Core-Switch,HR,2026-05-04 10:10:20,True
INC132152,2026-04-20 09:43:43,2026-04-24 05:15:46,2026-04-24 22:15:46,Unexpected error in business application,Incident 132152: user reports service portal issue. Observed error APP-771. Impact appears limited to the requesting department. Ticket originated via chat and was routed to Mainframe Operations.,DevOps,Container,Sev4,3,3,Mainframe Operations,Asha Rao,Closed,1,0,Chat,Generic-App,HR,2026-04-24 09:43:43,True
INC132153,2026-04-25 11:15:12,2026-04-28 02:23:04,2026-04-30 07:23:04,Reporting database is slow,Incident 132153: user reports service portal issue. Observed error HTTP-503. Impact appears limited to the requesting department. Ticket originated via walk-up and was routed to Database Operations.,Database,Oracle,P4,3,3,Database Operations,Owen Brooks,Closed,0,0,Walk-up,Shared-Service,Customer Support,2026-04-29 11:15:12,True
INC132154,2026-04-13 09:44:23,2026-04-16 13:16:48,2026-04-18 18:16:48,Wi-Fi drops intermittently,Incident 132154: user reports service portal issue. Observed error HTTP-503. Impact appears limited to the requesting department. Ticket originated via chat and was routed to Network Operations.,Network,LAN,Sev4,3,3,Network Operations,Arjun Mehta,Closed,0,0,Chat,Core-Switch,Engineering,2026-04-17 09:44:23,True
INC132155,2026-04-12 11:20:18,2026-04-15 10:31:02,2026-04-17 02:31:02,Outlook unavailable,Incident 132155: user reports erp issue. Observed error APP-771. Impact appears limited to the requesting department. Ticket originated via email and was routed to Messaging.,Email,Distribution List,P3,2,2,Messaging,Asha Rao,Closed,0,0,Email,Outlook-Service,HR,2026-04-14 11:20:18,True
INC132156,2026-04-28 00:27:42,2026-04-30 22:34:08,2026-05-01 14:34:08,Laptop will not boot,Incident 132156: user reports vpn issue. Observed error DB-1205. Impact appears limited to the requesting department. Ticket originated via phone and was routed to End User Computing.,Hardware,Monitor,P3,2,2,End User Computing,Kiran Joshi,Closed,3,0,Phone,Desktop,HR,2026-04-30 00:27:42,False
INC132157,2026-04-20 10:35:24,2026-04-22 20:17:08,2026-04-25 17:17:08,Monitor flickers after docking,Incident 132157: user reports crm issue. Observed error AUTH-401. Impact appears limited to the requesting department. Ticket originated via self-service and was routed to End User Computing.,Hardware,Desktop,P3,2,2,End User Computing,Emily Stone,Closed,1,0,Self-service,Laptop,IT,2026-04-22 10:35:24,True
INC132158,2026-04-22 10:19:58,2026-05-02 08:02:49,2026-05-05 00:02:49,Unexpected error in business application,Incident 132158: user reports hr portal issue. Observed error DB-1205. Impact appears limited to the requesting department. Ticket originated via phone and was routed to Messaging.,DevOps,Repository,Sev4,3,3,Messaging,Emily Stone,Closed,1,0,Phone,Business-Service,Sales,2026-04-26 10:19:58,True
INC132159,2026-04-28 19:32:23,2026-05-04 11:11:46,2026-05-06 07:11:46,Batch job failed,Incident 132159: user reports azure issue. Observed error AUTH-401. Impact appears limited to the requesting department. Ticket originated via self-service and was routed to Service Desk.,Mainframe Tools,Scheduler,P4,3,3,Service Desk,Kiran Joshi,Closed,0,0,Self-service,Generic-App,Operations,2026-05-02 19:32:23,True
INC132160,2026-04-01 00:01:36,2026-04-05 20:18:15,2026-04-06 19:18:15,OS update failed,Incident 132160: user reports service portal issue. Observed error APP-771. Impact appears limited to the requesting department. Ticket originated via email and was routed to EU Software.,Software,Database Client,Sev3,2,2,EU Software,Nina Patel,Closed,0,0,Email,Chrome,Engineering,2026-04-03 00:01:36,True
INC132161,2026-04-05 01:36:57,2026-04-13 05:40:05,2026-04-14 06:40:05,Batch job failed,Incident 132161: user reports erp issue. Observed error TIMEOUT-408. Impact appears limited to the requesting department. Ticket originated via email and was routed to Infrastructure.,Integration,SFTP,P4,3,3,Infrastructure,Emily Stone,Closed,1,0,Email,Business-Service,Finance,2026-04-09 01:36:57,True
INC132162,2026-04-30 10:49:37,,2026-05-06 17:53:56,DNS lookup failures reported,Incident 132162: user reports exchange issue. Observed error DNS-003. Impact appears limited to the requesting department. Ticket originated via email and was routed to Network Operations.,Network,Wi-Fi,P4,3,3,Network Operations,Priya Nair,Open,1,0,Email,WiFi-Controller,Sales,2026-05-04 10:49:37,True
INC132163,2026-04-26 06:06:29,2026-04-27 23:41:04,2026-04-30 09:41:04,DNS lookup failures reported,Incident 146716: user reports service portal issue. Observed error DNS-003. Impact appears limited to the requesting department. Ticket originated via phone and was routed to Network Operations.,Network,VPN,Sev3,2,2,Identity & Access,Rahul Shah,Closed,0,1,Self-service,Core-Switch,Customer Support,2026-04-28 06:06:29,True
INC132164,2026-04-20 11:40:17,2026-04-21 15:02:36,2026-04-23 07:02:36,Endpoint security alert raised,Incident 132164: user reports finance app issue. Observed error DB-1205. Impact appears limited to the requesting department. Ticket originated via self-service and was routed to Security Operations.,Security,Malware,P3,2,2,Security Operations,Rahul Shah,Closed,0,0,Self-service,Business-Service,Sales,2026-04-22 11:40:17,True
INC132165,2026-04-05 19:17:57,2026-04-09 12:05:27,2026-04-09 14:05:27,Firewall blocks application traffic,Incident 132165: user reports exchange issue. Observed error AUTH-401. Impact appears limited to the requesting department. Ticket originated via email and was routed to Network Operations.,Network,LAN,P4,3,3,Network Operations,Nina Patel,Closed,0,0,Email,WiFi-Controller,HR,2026-04-09 19:17:57,True
INC132166,2026-04-27 11:17:07,2026-04-30 13:05:10,2026-05-03 05:05:10,Desktop freezes during startup,Incident 132166: user reports crm issue. Observed error AUTH-401. Impact appears limited to the requesting department. Ticket originated via email and was routed to End User Computing.,Hardware,Monitor,Sev4,3,3,End User Computing,Vikram Singh,Closed,0,0,Email,Printer,Operations,2026-05-01 11:17:07,True
INC132167,2026-04-27 10:39:48,2026-04-28 02:38:30,2026-04-29 09:38:30,Endpoint client reports an error,Incident 132167: user reports crm issue. Observed error DB-1205. Impact appears limited to the requesting department. Ticket originated via self-service and was routed to EU Software.,Software,Endpoint Client,Sev3,2,2,EU Software,Rahul Shah,Closed,1,1,Self-service,Database-Client,Sales,2026-04-29 10:39:48,True
INC132168,2026-04-29 13:03:59,2026-04-30 18:59:48,2026-04-30 23:59:48,issue,Incident 132168: user reports vpn issue. Observed error ERR-1042. Impact appears limited to the requesting department. Ticket originated via email and was routed to Identity & Access.,Software,OS,P3,2,2,Identity & Access,Arjun Mehta,Closed,2,0,Email,Database-Client,Marketing,2026-05-01 13:03:59,True
INC132169,2026-04-17 17:56:18,2026-04-19 20:28:04,2026-04-22 02:28:04,Batch job failed,Incident 132169: user reports vpn issue. Observed error APP-771. Impact appears limited to the requesting department. Ticket originated via walk-up and was routed to Unified Communications.,Telephony,Call Quality,P3,2,2,Unified Communications,Rahul Shah,Closed,0,1,Walk-up,Shared-Service,Sales,2026-04-19 17:56:18,True
INC132170,2026-04-06 10:43:00,2026-04-11 15:03:57,2026-04-13 22:03:57,Batch job failed,Incident 132170: user reports erp issue. Observed error TIMEOUT-408. Impact appears limited to the requesting department. Ticket originated via chat and was routed to Monitoring.,Monitoring,Batch,Sev4,3,3,Monitoring,Owen Brooks,Closed,0,0,Chat,Generic-App,Operations,2026-04-10 10:43:00,True
INC132171,2026-04-01 14:16:25,2026-04-03 22:44:39,2026-04-06 04:44:39,Batch job failed,Incident 132171: user reports crm issue. Observed error APP-771. Impact appears limited to the requesting department. Ticket originated via monitoring and was routed to Mobility.,Mobile,SIM,P3,2,2,Mobility,Priya Nair,Closed,0,0,Monitoring,Generic-App,Engineering,2026-04-03 14:16:25,True
INC132172,2026-04-03 09:26:57,2026-04-03 11:33:53,2026-04-04 18:33:53,Outlook unavailable,Incident 132172: user reports azure issue. Observed error DB-1205. Impact appears limited to the requesting department. Ticket originated via phone and was routed to Messaging.,Email,Spam,Sev1,1,1,Messaging,Emily Stone,Closed,0,0,Phone,Mail-Gateway,HR,2026-04-03 13:26:57,True
INC132173,2026-04-29 10:28:25,2026-05-02 10:02:35,2026-05-04 18:02:35,Mailbox not syncing,Incident 132173: user reports erp issue. Observed error HTTP-503. Impact appears limited to the requesting department. Ticket originated via chat and was routed to Cloud Operations.,Email,Mailbox,Sev3,2,2,Cloud Operations,Vikram Singh,Closed,1,2,Chat,Exchange,Marketing,2026-05-01 10:28:25,True
INC132174,2026-04-06 11:40:54,2026-04-08 11:52:24,2026-04-11 07:52:24,Finance application slow,Incident 132174: user reports azure issue. Observed error APP-771. Impact appears limited to the requesting department. Ticket originated via email and was routed to Application Support.,Application,Service Portal,Sev4,3,3,Application Support,Daniel Kim,Closed,1,0,Email,HR-Portal,Operations,2026-04-10 11:40:54,True
INC132175,2026-04-21 10:18:29,2026-04-23 09:19:29,2026-04-26 02:19:29,Connection refused by database,Incident 132175: user reports service portal issue. Observed error DB-1205. Impact appears limited to the requesting department. Ticket originated via email and was routed to Database Operations.,Database,SQL Server,P4,3,3,Database Operations,Arjun Mehta,Closed,0,0,Email,Shared-Service,Engineering,2026-04-25 10:18:29,True
INC132176,2026-04-16 17:19:12,2026-04-20 02:25:05,2026-04-22 23:25:05,DNS lookup failures reported,Incident 132176: user reports finance app issue. Observed error ERR-1042. Impact appears limited to the requesting department. Ticket originated via phone and was routed to Network Operations.,Network,LAN,Sev4,3,3,Network Operations,Priya Nair,Closed,0,0,Phone,VPN-Gateway,Sales,2026-04-20 17:19:12,True
INC132177,2026-04-27 09:13:06,2026-05-01 14:45:37,2026-05-02 17:45:37,OS update failed,Incident 132177: user reports hr portal issue. Observed error ERR-1042. Impact appears limited to the requesting department. Ticket originated via monitoring and was routed to EU Software.,Software,Database Client,Sev4,3,3,EU Software,Priya Nair,Closed,0,1,Monitoring,Chrome,IT,2026-05-01 09:13:06,True
INC132178,2026-04-14 14:33:58,2026-04-15 14:11:57,2026-04-16 22:11:57,Database access denied,Incident 132178: user reports crm issue. Observed error ERR-1042. Impact appears limited to the requesting department. Ticket originated via self-service and was routed to Database Operations.,Database,Performance,P4,3,3,Database Operations,Arjun Mehta,Closed,0,0,Self-service,Shared-Service,Engineering,2026-04-18 14:33:58,True
INC132179,2026-04-24 09:13:04,2026-04-27 01:45:42,2026-04-30 00:45:42,Firewall blocks application traffic,Incident 132179: user reports finance app issue. Observed error ERR-1042. Impact appears limited to the requesting department. Ticket originated via email and was routed to Network Operations.,Network,Firewall,Sev3,2,2,Network Operations,Rahul Shah,Closed,0,0,Email,Core-Switch,Customer Support,2026-04-26 09:13:04,True
INC132180,2026-04-11 11:02:47,2026-04-12 13:32:59,2026-04-12 22:32:59,Monitor flickers after docking,Incident 132180: user reports exchange issue. Observed error APP-771. Impact appears limited to the requesting department. Ticket originated via phone and was routed to End User Computing.,Hardware,Printer,Sev3,2,2,End User Computing,Kiran Joshi,Closed,0,0,Phone,Printer,Operations,2026-04-13 11:02:47,True
INC132181,2026-04-23 11:20:21,2026-04-28 22:50:03,2026-05-01 06:50:03,Database access denied,Incident 132181: user reports erp issue. Observed error TIMEOUT-408. Impact appears limited to the requesting department. Ticket originated via email and was routed to Database Operations.,Database,Database Access,Sev4,3,3,Database Operations,Asha Rao,Closed,1,0,Email,Generic-App,HR,2026-04-27 11:20:21,True
INC132182,2026-04-30 03:06:34,2026-04-30 20:50:37,2026-05-01 00:50:37,Connection refused by database,Incident 132182: user reports hr portal issue. Observed error APP-771. Impact appears limited to the requesting department. Ticket originated via email and was routed to Database Operations.,Database,SQL Server,P2,1,2,Database Operations,Maya Chen,Closed,1,0,Email,Generic-App,IT,2026-04-30 15:06:34,True
INC132183,2026-04-25 12:13:00,2026-04-26 06:20:12,2026-04-27 15:20:12,Outlook unavailable,Incident 132183: user reports finance app issue. Observed error APP-771. Impact appears limited to the requesting department. Ticket originated via chat and was routed to Cloud Operations.,Email,Outlook,P2,1,2,Cloud Operations,Vikram Singh,Closed,1,0,Chat,Mail-Gateway,Customer Support,2026-04-26 00:13:00,True
INC132184,2026-04-15 12:37:35,,2026-04-18 06:58:07,Endpoint client reports an error,Incident 132184: user reports finance app issue. Observed error DNS-003. Impact appears limited to the requesting department. Ticket originated via chat and was routed to Network Operations.,Software,Browser,Sev3,2,2,Network Operations,Kiran Joshi,In Progress,1,1,Chat,Endpoint-Agent,HR,2026-04-17 12:37:35,True
